commodity_year,state_code,county_code,state_name,state_abbreviation,county_name,total_indemnity,insured_acres,policies_cold,policies_disease,policies_drought,policies_fire,policies_heat,policies_pest,policies_precipitation,policies_wind_storm,indemnity_cold,indemnity_disease,indemnity_drought,indemnity_fire,indemnity_heat,indemnity_pest,indemnity_precipitation,indemnity_wind_storm,event_drought,event_heat,event_cold,event_wind_storm,event_precipitation,event_pest,event_disease,event_fire,total_policies_earning,total_liability,loss_ratio,county_land_acres,indemnity_per_insured_acre,pct_land_insured,n_cause_types
1999,01,041,Alabama,AL,Crenshaw,349386.0,10269.44,0.0,0.0,35.0,0.0,13.0,2.0,10.0,0.0,0.0,0.0,273018.39999999997,0.0,32018.399999999998,424.40000000000003,43924.8,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,112.0,2983038.0,1.127218877639908,390131.2,34.02191356101209,0.02632304209455691,4.0
1999,01,043,Alabama,AL,Cullman,29851.0,5719.2,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,26317.8,0.0,3533.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2155457.0,0.4353742488769617,472595.19999999995,5.219436284795076,0.012101688717955663,2.0
1999,01,045,Alabama,AL,Dale,887592.0,27337.54,0.0,0.0,63.0,0.0,9.0,1.0,9.0,0.0,0.0,0.0,782965.3,0.0,11408.9,571.6,92646.2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,223.0,8777103.0,0.9226412976137511,359084.80000000005,32.467881162679596,0.07613115342114174,4.0
1999,01,047,Alabama,AL,Dallas,153218.0,22356.010000000002,0.0,0.0,26.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,95214.8,0.0,35170.0,0.0,22833.2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,15631323.0,0.35615776028191737,627654.4,6.853548553610415,0.03561834347054685,3.0
1999,01,049,Alabama,AL,De Kalb,366294.0,15006.65,0.0,0.0,27.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,250132.0,0.0,0.0,0.0,116162.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,2058417.0,1.491255068640383,497862.39999999997,24.408778774743197,0.030142163778586212,2.0
1999,01,051,Alabama,AL,Elmore,113230.0,15531.55,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113230.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3180162.0,0.3396230942504327,397606.4,7.290321957563798,0.03906262575250297,1.0
1999,01,053,Alabama,AL,Escambia,575448.0,35726.65,0.0,0.0,54.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,543769.5499999999,0.0,20696.1,1622.75,9359.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,218.0,35259763.0,0.4880296830276688,606323.2,16.1069677677588,0.05892344215098483,4.0
1999,01,055,Alabama,AL,Etowah,253330.0,4570.24,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,252619.9,0.0,710.0999999999999,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,876311.0,2.4875538840719176,342284.80000000005,55.43034939084162,0.013352155865524847,2.0
1999,01,057,Alabama,AL,Fayette,109721.0,2964.49,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88944.2,0.0,20776.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,571465.0,2.0260174311248984,401702.39999999997,37.011762562869166,0.007379816500971864,2.0
1999,01,059,Alabama,AL,Franklin,167542.0,5259.0,0.0,0.0,17.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,132722.6,0.0,1351.4,0.0,33468.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,11537207.0,1.204385019049673,406809.6,31.85814793687013,0.012927423541627337,3.0
1999,01,061,Alabama,AL,Geneva,6718819.0,66037.34,1.0,12.0,217.0,1.0,6.0,1.0,29.0,13.0,1070.0,327001.32,3846209.74,195.5,85426.2,7915.0,2433730.54,17270.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,611.0,22952249.0,2.5503765123696023,368819.19999999995,101.74272616068424,0.1790507110258902,8.0
1999,01,063,Alabama,AL,Greene,41362.0,1944.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41362.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,264157.0,1.4421393954185697,413356.8,21.273466028905005,0.004703684565005342,1.0
1999,01,065,Alabama,AL,Hale,87857.0,6465.06,0.0,0.0,8.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,57892.2,0.0,0.0,7060.2,22904.6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0,494773.0,1.3406732588658976,411993.6,13.589510383507655,0.015692136965234412,3.0
1999,01,067,Alabama,AL,Henry,2584525.0,50741.92,0.0,17.0,159.0,0.0,1.0,1.0,11.0,0.0,0.0,45927.22,2496393.78,0.0,367.2,1280.0,40556.8,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,326.0,18074700.0,1.1473264821432536,359552.0,50.93471039330006,0.141125400498398,5.0
1999,01,069,Alabama,AL,Houston,4394902.0,80730.53,1.0,21.0,289.0,0.0,10.0,1.0,4.0,3.0,1327.8,49459.05,4261911.6899999995,0.0,64069.100000000006,109.14,12065.0,1208.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,716.0,26707152.0,1.5228888893509056,371430.4,54.43915703266162,0.21735035689055068,7.0
1999,01,071,Alabama,AL,Jackson,539460.0,36596.1,0.0,0.0,45.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,381235.0,0.0,1653.0,260.0,156312.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,137.0,3443726.0,1.4590962939722278,690393.6,14.740915015534442,0.05300758871461149,4.0
1999,01,075,Alabama,AL,Lamar,17197.0,2282.04,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17197.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,173223.0,1.031613677264547,387104.0,7.5358013005907,0.005895159957014136,1.0
1999,01,077,Alabama,AL,Lauderdale,1080947.0,34826.88,0.0,0.0,156.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,982380.82,0.0,62332.2,0.0,10004.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,252.0,6198707.0,1.5945076034157473,428454.4,31.037721438153522,0.0812849162011173,3.0
1999,01,079,Alabama,AL,Lawrence,1545376.0,53269.26,0.0,0.0,143.0,0.0,84.0,0.0,1.0,0.0,0.0,0.0,1303757.1,0.0,241064.9,0.0,554.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,278.0,11053037.0,1.4105654397885306,443763.2,29.01065267285485,0.12003983205457325,3.0
1999,01,081,Alabama,AL,Lee,38504.0,2659.62,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38504.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,436325.0,1.2635862431084275,389574.4,14.477256149374723,0.006826988631696538,1.0
1999,01,083,Alabama,AL,Limestone,1515256.0,83180.97,0.0,0.0,343.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,1096087.6,0.0,419168.39999999997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,21686656.0,1.042253307993317,363552.0,18.216378097057536,0.22880074927383154,2.0
1999,01,085,Alabama,AL,Lowndes,27023.0,5141.5,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8012.0,0.0,0.0,0.0,19011.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,699713.0,0.41369544250700385,459481.60000000003,5.255859185062725,0.011189784313452376,2.0
1999,01,087,Alabama,AL,Macon,44231.0,6620.299999999999,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44121.0,0.0,110.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1665395.0,0.2719915876988544,390732.8,6.681117169916772,0.016943292193539933,2.0
1999,01,089,Alabama,AL,Madison,1108216.0,88739.84,0.0,0.0,239.0,0.0,110.0,0.0,18.0,0.0,0.0,0.0,936157.3099999999,0.0,136589.2,0.0,26606.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,670.0,17978652.0,0.7836561749334058,515148.8,12.48837049965382,0.1722605973264424,3.0
1999,01,091,Alabama,AL,Marengo,24237.0,4304.7,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24237.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,870366.0,0.25685944107080405,625305.6,5.63035751620322,0.006884153924097273,1.0
1999,01,093,Alabama,AL,Marion,32393.0,3145.0400000000004,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32393.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,127188.0,1.6994386443523424,474502.39999999997,10.299710019586396,0.006628080279467503,1.0
1999,01,095,Alabama,AL,Marshall,48067.0,7219.71,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48067.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,537331.0,0.638297589801474,362918.39999999997,6.657746640793051,0.01989348018728177,1.0
1999,01,097,Alabama,AL,Mobile,74052.0,14395.699999999999,0.0,0.0,11.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,43624.0,0.0,25763.97,0.0,4664.030000000001,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,15723191.0,0.12087478004812008,789177.6,5.144036066325361,0.018241394585958852,3.0
1999,01,099,Alabama,AL,Monroe,499781.0,29091.23,0.0,0.0,46.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,439076.6,0.0,58122.9,2581.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,8569639.0,0.764692741875022,656544.0,17.179782360525834,0.04430964261344251,3.0
1999,01,101,Alabama,AL,Montgomery,0.0,4519.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3855681.0,0.0,505446.4,0.0,0.00894140308448136,0.0
1999,01,103,Alabama,AL,Morgan,26034.0,9542.08,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24853.0,0.0,1181.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,760705.0,0.3436604844564715,372614.4,2.7283359602937725,0.025608457429449852,2.0
1999,01,105,Alabama,AL,Perry,185446.0,9383.26,0.0,0.0,21.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,130424.16,0.0,10300.0,0.0,44721.84,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,644460.0,1.8623563910982566,460467.2,19.763493711140903,0.020377694654472676,3.0
1999,01,107,Alabama,AL,Pickens,55992.0,7715.700000000001,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,51854.0,0.0,0.0,0.0,4138.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,469717.0,0.9196806938011235,564108.7999999999,7.256891792060344,0.01367768061763972,2.0
1999,01,109,Alabama,AL,Pike,995090.0,21675.67,0.0,4.0,62.0,0.0,37.0,2.0,8.0,1.0,0.0,13147.949999999999,813017.62,0.0,127083.45,2695.38,32576.399999999998,6569.2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,178.0,6981109.0,1.2755062148065828,429459.19999999995,45.90815416547678,0.050472012242373666,6.0
1999,01,111,Alabama,AL,Randolph,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28215.0,0.0,371872.0,,,0.0
1999,01,113,Alabama,AL,Russell,61522.0,8184.48,0.0,1.0,9.0,0.0,0.0,5.0,1.0,0.0,0.0,2420.7,44825.560000000005,0.0,0.0,12388.740000000002,1887.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,49.0,1811184.0,0.32255223215455997,410444.80000000005,7.516910054151272,0.019940513316285158,4.0
1999,01,117,Alabama,AL,Shelby,8430.0,4695.2,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8430.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1880714.0,0.07411966413153383,508601.60000000003,1.795450673027773,0.009231587159772993,1.0
1999,01,119,Alabama,AL,Sumter,3451.0,2430.3199999999997,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3451.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,137632.0,0.1777674754030804,579161.6000000001,1.4199776161163964,0.004196272681061727,1.0
1999,01,121,Alabama,AL,Talladega,170531.0,16467.8,0.0,0.0,18.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,147561.0,0.0,20543.0,0.0,2427.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,3085811.0,0.6398191573181256,473299.19999999995,10.35542088196359,0.03479363582275229,3.0
1999,01,123,Alabama,AL,Tallapoosa,1590.0,719.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1590.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,250335.0,0.09771386430678466,459475.19999999995,2.209867963863794,0.0015659169417631246,1.0
1999,01,125,Alabama,AL,Tuscaloosa,20119.0,8953.599999999999,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20119.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1013755.0,0.2693991778363975,847596.7999999999,2.247029127948535,0.01056351321760535,1.0
1999,01,129,Alabama,AL,Washington,2808.0,2803.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,546917.0,0.05040568679543333,691622.4,1.0015336876270644,0.004053801611977865,1.0
1999,01,131,Alabama,AL,Wilcox,144980.0,3886.5,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,144966.25,0.0,0.0,13.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,766754.0,1.9616279699085348,568755.2,37.30348642737682,0.006833344117117523,2.0
1999,01,999,Alabama,AL,All Other Counties,40034.0,1125.9,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40034.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,211798.0,1.620547279792746,,35.557331912247975,,1.0
1999,02,240,Alaska,AK,Southeast Fairbanks,8798.0,5220.7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8107.0,0.0,0.0,0.0,0.0,400.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,358753.0,0.17308335464578703,15881510.4,1.685214626391097,0.0003287281794054046,2.0
1999,02,999,Alaska,AK,All Other Counties,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39169.0,0.0,,0.0,,0.0
1999,04,003,Arizona,AZ,Cochise,111342.0,21192.3,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,68505.0,0.0,0.0,0.0,0.0,0.0,36383.4,6453.6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,62.0,3025186.0,0.4360590122073965,3948448.0,5.253889384351864,0.005367248093428101,3.0
1999,04,009,Arizona,AZ,Graham,835207.0,29239.71,6.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,727975.0,0.0,0.0,0.0,0.0,21470.0,0.0,85762.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,84.0,11434272.0,0.9750666616855249,2962764.8,28.56413418600937,0.009869062167877788,3.0
1999,04,012,Arizona,AZ,La Paz,471441.0,13668.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,279700.0,0.0,0.0,0.0,69925.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,4223255.0,1.7806487433807476,2879968.0,34.490803739958736,0.004746094401048901,2.0
1999,04,013,Arizona,AZ,Maricopa,9382106.0,103034.75,63.0,0.0,0.0,0.0,20.0,0.0,10.0,7.0,7073927.87,0.0,0.0,0.0,1038640.85,0.0,728329.72,195874.56,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,339.0,49433935.0,3.6047339742530693,5890009.6,91.05768684836912,0.01749313787196544,4.0
1999,04,015,Arizona,AZ,Mohave,3222.0,4941.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1086360.0,0.10031757892770408,8519449.6,0.6520287362137003,0.0005800257331177827,0.0
1999,04,019,Arizona,AZ,Pima,358496.0,13695.789999999999,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,338847.0,0.0,0.0,0.0,0.0,0.0,0.0,19649.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,45.0,4315188.0,1.5144433460911295,5879212.800000001,26.175634994403392,0.002329527857879204,2.0
1999,04,021,Arizona,AZ,Pinal,2928922.0,147423.74,54.0,0.0,0.0,0.0,2.0,3.0,20.0,13.0,1882543.55,0.0,0.0,0.0,27945.6,199357.25,309240.45,339467.15,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,454.0,53245251.0,1.050460005422799,3436537.6,19.867370072147132,0.04289891663050623,5.0
1999,04,027,Arizona,AZ,Yuma,185616.0,49633.51,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,81077.5,0.0,0.0,0.0,0.0,0.0,43442.0,59836.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,200.0,15136904.0,0.22180186531716964,3529017.6,3.7397314838301785,0.01406439854536288,3.0
1999,04,999,Arizona,AZ,All Other Counties,0.0,775.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,136795.0,0.0,,0.0,,0.0
1999,05,001,Arkansas,AR,Arkansas,158176.0,182890.81,0.0,0.0,10.0,0.0,18.0,0.0,6.0,0.0,0.0,0.0,19685.0,0.0,68557.0,0.0,8957.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,872.0,15982981.0,0.16283855638497088,632633.6,0.8648657633480873,0.2890943667867151,3.0
1999,05,003,Arkansas,AR,Ashley,674960.0,127411.51,4.0,0.0,52.0,0.0,50.0,9.0,40.0,2.0,3894.0,0.0,147647.0,0.0,344094.0,131157.0,46687.0,694.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,608.0,16916595.0,0.4351110985046763,589536.0,5.297480580836065,0.21612167874396135,6.0
1999,05,007,Arkansas,AR,Benton,0.0,447.83000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,38115.0,0.0,541433.6,0.0,0.0008271189671272711,0.0
1999,05,011,Arkansas,AR,Bradley,71009.0,468.09999999999997,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3344.74,35093.0,32571.260000000002,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,1475672.0,0.3522918392760576,416403.2,151.69621875667593,0.00112415082304843,3.0
1999,05,017,Arkansas,AR,Chicot,2193053.0,244809.99,19.0,5.0,177.0,0.0,105.0,0.0,66.0,0.0,83774.0,23961.0,1164840.4,0.0,617568.6,0.0,301759.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1022.0,27112260.0,0.7482416915790213,412179.19999999995,8.958184263640549,0.5939406694952098,5.0
1999,05,019,Arkansas,AR,Clark,97020.0,10076.130000000001,1.0,0.0,7.0,0.0,3.0,1.0,4.0,1.0,14464.0,0.0,42253.0,0.0,25701.0,702.0,5436.0,2630.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,38.0,706737.0,0.8609306783090193,553875.2,9.62869673178095,0.018192058427602468,6.0
