state_code,county_code,county_name,state_abbreviation,mean_shannon,mean_simpson,mean_evenness,mean_dominance,mean_richness,shannon_stability,mean_indem_acre,std_indem_acre,mean_insured_acres,mean_pct_insured,county_land_acres,cv_indemnity,mean_coverage_level,pct_buyup
01,001,Autauga,AL,0.7460324023761341,0.3498272303095143,0.41636861151767646,0.7960482981818303,6.0,0.12220379251517056,29.522276208065723,43.892252059090175,11079.95,0.029049149915264187,381420.80000000005,1.4867502678231315,0.6340626906811725,0.7904786121488278
01,003,Baldwin,AL,1.5939273818318562,0.7300426074506386,0.7254276136689842,0.412341761415553,9.0,0.09518554613955747,20.191165485932153,10.089220573773064,59272.75625,0.05801589979680208,1021664.0,0.49968490332083876,0.6528563277290619,0.7628448543688452
01,005,Barbour,AL,1.0754830132448023,0.5854916376051246,0.60023849836728,0.5498373424195182,6.0,0.13629024074768573,80.73953205086461,71.50223576574808,18983.42825,0.033519727246722794,566336.0,0.8855914067064795,0.6996493241369725,0.6642160546497221
01,009,Blount,AL,0.2507596171543632,0.14515060467396942,0.1808848280619074,0.8916717885679164,1.75,0.5015192343087264,4.936630496286547,2.967613902913947,3409.175,0.00825111283864372,413177.60000000003,0.6011415894193941,0.679425816783667,0.9251352195747554
01,011,Bullock,AL,1.0387775452757066,0.6113801774614983,0.7918411548629188,0.4904697948575226,3.75,0.11450310436117866,64.76987074098783,69.67836446848078,2740.8106,0.00685191686933009,400006.4,1.075783596158804,0.7079760699528592,0.7387547242537947
01,013,Butler,AL,0.3045986884670968,0.17229050134060653,0.21972150865638143,0.834795673076923,1.75,0.6091973769341936,44.86020166063709,18.273567182479443,3697.79,0.007437276346106814,497196.8,0.40734474001515064,0.7600526061995923,0.8770037726232652
01,015,Calhoun,AL,0.8602496583470638,0.4661524976357463,0.620538958011867,0.6395456156250979,3.25,0.5830911512585083,8.420290582311353,9.259741212336502,5992.760625,0.015389160300697662,389414.4,1.099693783940022,0.65494059329257,0.9062900103103295
01,019,Cherokee,AL,0.6240671455774429,0.33021541244708297,0.4719518159390784,0.7866400899017179,4.0,0.167239741653749,21.416927589024674,29.191411373135903,24377.022,0.06886226655156205,353996.8,1.3630064934288402,0.6892824873580524,0.8572493212888936
01,021,Chilton,AL,0.7995498884909316,0.5134449423627511,0.6815061746862879,0.5581005059325048,3.25,0.12720286950311227,151.51917593687187,129.2304409269518,2831.6,0.0063753638433384245,444147.2,0.8528982561309181,0.6292567796451696,0.7994926550155051
01,023,Choctaw,AL,0.0,0.0,0.0,1.0,1.0,0.0,1.5927189541677405,1.3039315875179984,611.55,0.001046016874473186,584646.4,0.8186827839939627,0.6982609015068649,0.9359000246604463
01,025,Clarke,AL,0.0,0.0,0.0,1.0,1.0,0.0,103.79634896582883,50.55623957254409,1543.0333333333335,0.0019468899556948055,792563.2000000001,0.487071463266862,0.6988228568455106,0.9578670443564136
01,031,Coffee,AL,1.1869392817079263,0.6318057179474776,0.6228429191491927,0.4859588144212741,6.75,0.028944396940224316,97.9159822882089,67.24786556797604,47833.8075,0.11007573634184599,434553.6,0.6867915124421324,0.7101550791885651,0.7943984198857923
01,033,Colbert,AL,0.7186070879438936,0.39824982222901073,0.5345531065823226,0.7511827602180488,4.0,0.026534814837980793,6.770910091325549,8.059671144803271,38061.3748,0.10003010466250653,380499.19999999995,1.1903379362737072,0.7049435389844125,0.894412406785312
01,035,Conecuh,AL,0.9833487928883824,0.5305348436941636,0.6109889578785763,0.6379523696597139,5.0,0.07244434219853942,44.42294845418836,37.20354386261174,8182.88,0.015028091538452498,544505.6,0.837484794620922,0.7486197889097768,0.9190534075100419
01,039,Covington,AL,0.9308562934444837,0.5425585637293311,0.5097712477735443,0.56899657395474,6.25,0.048009108904931916,66.49222030966644,38.69025969079234,28130.72625,0.0425163565858902,661644.7999999999,0.5818764888674903,0.7211272506070601,0.8468289287051304
01,041,Crenshaw,AL,1.0451190922683355,0.6159572104158793,0.7105754586490849,0.4891604875053982,4.5,0.023241005218575004,50.17966063304425,29.350121445788066,8148.935,0.02088767829899275,390131.2,0.584900756113533,0.7472596389284711,0.7628165836219205
01,043,Cullman,AL,0.8846557984138792,0.5055156556824154,0.5782009168230322,0.536763506465192,3.75,0.5905343531779003,2.200584131635046,2.4878159819912353,6371.275,0.013481463628915401,472595.19999999995,1.1305252756425062,0.6475932732212009,0.816981492559277
01,045,Dale,AL,1.077449378219203,0.6112632016326331,0.5944882420557687,0.4739383728074438,6.25,0.020614290753672344,78.3000437743284,70.31514085816839,26870.8909,0.07483160217307999,359084.80000000005,0.8980217311349964,0.7033240609028224,0.7705417784364956
01,047,Dallas,AL,1.0029417269042926,0.5085529050286847,0.6140900480273362,0.6611925381070612,5.25,0.13226857610548282,16.610689298324115,8.70740783585509,21184.595,0.033752005880943396,627654.4,0.5242050874272627,0.6957612356544893,0.7988500222852705
01,049,De Kalb,AL,1.0030648919238572,0.5639743712708332,0.5905551991230337,0.5431271240626209,5.5,0.07036670078995787,19.685463026642367,9.4242882703582,17126.9338,0.03440093849224203,497862.39999999997,0.47874354073375563,0.7395424587047644,0.9588618632883251
01,051,Elmore,AL,0.45817949747792674,0.22088080829850634,0.3466308028344083,0.8777598495698863,3.75,0.08534958731576445,14.882067850073566,19.4418083168089,14819.7452,0.037272401047870454,397606.4,1.3063915923964016,0.6912428290362483,0.857758682788363
01,053,Escambia,AL,0.9842428118824527,0.47719044108649344,0.549316372418277,0.6838529955986838,6.0,0.07887299789930066,38.549986349338276,26.892242834724065,36632.8125,0.0604179627301083,606323.2,0.6975940948727646,0.6796576640667882,0.8298002376706528
01,055,Etowah,AL,0.7798723735308364,0.43143196563066477,0.673429908581313,0.6961432318080321,3.25,0.20401729284478495,19.943944714838633,25.750179915711552,4789.334925,0.013992251262691184,342284.80000000005,1.2911277224185735,0.7112045571319816,0.9656394149854587
01,057,Fayette,AL,0.48111580147407157,0.2931505648468204,0.4379304750517099,0.7507825051815656,2.0,0.5653986194653815,24.258573913114002,22.74876947668241,4381.6975,0.01090782006779148,401702.39999999997,0.937762028310518,0.687087667383912,0.9174943187731384
01,059,Franklin,AL,0.8566588980891365,0.5041799237873852,0.7208331010609527,0.5389180567767017,2.75,0.5759787638055008,15.604318676309386,13.249181347782407,5400.3125,0.013274791204534014,406809.6,0.8490714412220657,0.6751222453425347,0.7719971007355084
01,061,Geneva,AL,1.1776200040200622,0.6198951516916975,0.5603047049799891,0.47345788651465426,8.25,0.08307932111694552,94.2630671897786,48.24554495209839,61812.10625,0.16759459987441003,368819.19999999995,0.5118181106388812,0.7011007928746343,0.814714162187544
01,063,Greene,AL,0.0,0.0,0.0,1.0,1.0,0.0,13.333081990021403,11.032918895197591,1494.6000000000001,0.0036157624599377582,413356.8,0.827484515842228,0.7897073601477329,0.8926610410903894
01,065,Hale,AL,0.29659233757859127,0.16870759859182785,0.2139461472951495,0.8471698113207548,1.75,0.5931846751571825,11.600956574104487,1.4417428044976064,5308.93575,0.01288596655384938,411993.6,0.12427792443563206,0.737775874876909,0.8825275263922652
01,067,Henry,AL,1.0015819100506085,0.5644242891183893,0.5147112833225365,0.5283403212570833,7.0,0.06270345903014109,81.77301779285109,73.88546676591554,52495.464824999995,0.1460024275348211,359552.0,0.9035433540325436,0.7114071702899286,0.7480303402970845
01,069,Houston,AL,1.1384762060602764,0.5953514113842375,0.5850610351217788,0.5338333138649904,7.0,0.05350414674638739,70.63139549592015,51.75432482770907,78090.028625,0.21024134972527825,371430.4,0.7327382457097076,0.702196828955965,0.7804195193562546
01,071,Jackson,AL,1.107130497617966,0.6138875277688359,0.6703621536033165,0.47722736103886454,5.25,0.010382363432125029,7.611449214567592,4.948113377398069,38969.534025,0.05644538713134073,690393.6,0.6500882076343424,0.7358105419926978,0.95749332312682
01,075,Lamar,AL,0.0,0.0,0.0,1.0,1.0,0.0,20.790911563116655,17.997472506199973,2604.3083333333334,0.006727670944586812,387104.0,0.8656413381185133,0.6904837658714317,0.9238130070997007
